Group,Organization,Closing_Code,Type_of_Submission,Impact_Summary,Activity,Day_Time_MW,Outage_Duration,Headline_Description,Closing_Type,Prime_Element,ITIL_Severity,SRED
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #963998

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 9952.501-Functional ATP - PT07CSCF01-NSA-Day2

Description: Functional ATP - PT07CSCF01",Other,Other,P4,0
Other,Network Management and Ops,Completed,Normal,Other,Configuration Change,MW,0.0,"Headline: 0944-960-WPAS-Enable(BR1MME0),Disable BRGSN02,Disable(VA1MME2

Description: This  MOP covers the MME  link disable from BMC and  reactivation after the MME SW upgrade top be performed over 2 MWs:
MW1:  any involved MME to BMC link blocking 
MW2:  any involved  MME to BMC link enable with new link paraments .",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: IPRAN Review for Cisco commission and Traffic Migration

Description: IPRAN Review for Cisco commission and Traffic Migration

Replaced S1-W0394-01 with A2L-W0394-01 (NCS-540) & migrate all IP traffic to it.
Location: attached to A2-W5204-01 (ring: SD11-B- OSPF Area #0.0.1.1).
Decommission: S1-W0394-01. 

https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-120/W0394-EP-0913-120-SC1-A.pdf",No Issues,A1/S1/CSDx,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Service = Classical&FOA =""NO"" QSM Publish on EC02

Description: QSM Publish Free Preview - SARA STB  on EC02",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # W4475-TWO-8960-278-001-A

Description: BR - IMT.2007.014370

Add CGI 30272088ce61e3314",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,MW,0.0,"Headline: eWO # BC-MOP-X181744-001-B site: BRITISH COLUMBIA -  ProjectName

Description: CREATE NEW QOS POLICY AT IGW01.BCVAN
MW1",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: Review/Preloading_C5036-EP-9976-520-1-CUT-A

Description: Review/Preloading C5036-EP-9976-520-1-CUT-A :  
IPRAN Traffic cut-over to the new Cisco NCS-540",No Issues,A2/S2,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: NR 2.5 RAN Changes

Description: No sevice impact related to this activity since 5G services are not yet launched",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: restart pm01uccas01 to clean java heap

Description: This is a emergency corrective to  IMT.2002.032550  ""BTAS PM01UCCAS01 Java heap alarm""

Due to this alarm, currently the majority traffic is handling by secondary AS QCMTUCCAS01, we lost AS redundancy

NCT will do restartbw on primary PM01UCCAS01 to clean java heap, PM01UCCAS01 will take over back traffic, so we can resume redundancy",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: eWO # E2861-TWO-0605-861-003-A site: HENRI-BOURASSA / ST-MICHEL 

Description: BR - Define new cell site data in LRF

""LTE CELL Name
(CELL_SITE)""
MJCGX4
MJCGX5
MJCGX6
MJCGX7
MJCGX8
MJCGX9
MJCGXA
MJCGXB
MJCGXC
MJCGXD
MJCGXE
MJCGXF
MJCGXG
MJCGXH
MJCGXJ
MJCGXX
MJCGXY
MJCGXZ
Location Code
E2861
",No Issues,Other,P4,0
Core VOD Services,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=Classical&FOA=NO Corr. | Host Local DS Creation MW1

Description: The scope of this activity is to create local data storage on the new configured ESXi hosts. The purpose of this work is to implement host capacity augmentation.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: PDP 2020-3180

Description: PDP 2020-3180",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Service = Classical & FOA = ""NO""  VART validation on EC03

Description: After Video ingest systems push the new VART publish CPE team needs to manually validate the BFS link on EC03

",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #464829

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: IBR 911 Configuration - ML02SBG

Description: Configure VoLTE emergency calls for AT&T inbound roamers in ML02SBGG",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: eWO #PONK1-MOP-X192990.01-004-A site:PONK1-ProjectX192990.01

Description: DGW01/02.MTNK Port Activations for cmts86.mtnk - Capacity Augmentation cmts86.mtnk

Trunk 1
CMTS86.MTNK xgig 6/2 A4 tap07.mod02.mtnk B4 DGW01.MTNK Te0/9/0/3/4
CMTS86.MTNK xgig 6/3 A1 tap07.mod03.mtnk B1 DGW01.MTNK Te0/9/0/3/5


 Trunk 2
CMTS86.MTNK xgig 7/2 A4 tap08.mod02.mtnk B4 DGW02.MTNK Te0/9/0/3/4
CMTS86.MTNK xgig 7/3 A1 tap08.mod03.mtnk B1 DGW02.MTNK Te0/9/0/3/5",No Issues,CMTS,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: E0583R_E0583R  TX TESTING (PING TEST) 5G & HSPA

Description: 5G _ E0583R E0583R  TX TESTING (PING TEST) 5G & HSPA",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: Workorder Review and Preloading - AWS - 9 Sites

Description: Download Workorder(s) and review for accuracy. Identify issues that would prevent successful implementation of the SoW or cause a potentially service affecting  situation to the network. Notify NI coordinator and Equipment Engineering. 

W4047 COUNTY CENTER NISKU
W3317 Bearspaw North
W2817 Foothills Hospital
W5638 BANFF COACH ROAD
W2739 BROADMOOR & WYE
W2384 SMITHFIELD
W2104 KEEPHILLS
W2047 BEACH CORNER
W1929 TRAPPERS LAKE
",No Issues,A1/S1/CSDx,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X201367.05 -2020 RCMIN Simplification Logical Config @ BRNTFD-D1

Description: Scope of Work 
 
Logical configuration and provisioning of the following devices:

o Two Juniper MX204 routers: mdci01.BRNTFD and mdci02.BRNTFD
o L3 logical connections to existing dgw20.BRNTFD VSS RCMIN distribution nodes.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,Other,Software Upgrade,MW,3.0,"Headline: L19.Q4.IP3 Upgrade (TeamnetGr1_2)

Description: Multiple new features and corrections on top of L18.Q4.IP3 has been added in this release.",No Issues,Other,P3,0
Other,Network Management and Ops,Completed,Normal,Other,Other,MW,0.0,"Headline: C20-3 SP2K software reset to clear hwMon alarm - IMT.2002.030522

Description: Re-do this due to alarm showed up again after 7-day.
As vendor suggested, to deactivate/activate blades for SP2K, to clear hwMonInitSlow issue. service can be fully supported in the mate blade when reseated, no service impact. using same hardware reseat MOP, but only perform ""soft reseat"" from control, no onsite need,",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Lead Time Exception,Other,Other,MW,150.0,"Headline: C2730 - Traffic Cutover & TLAN Migration

Description: C2730-EP-8520-002-2-CUT-A
IPRAN Traffic cut-over from S2-C2730-01 to the new A2L-C2730-01
***HOT-CUT*** Service Affecting
- TenGigE Upgrade Required: No
C2730-EP-7505-481-1-TL1-B
Migration of TLAN/01 from TDM to IPRAN Network at HWY 93 & WYEBRIDGE (C2730/N04F).
Location: Connected to S2-C2730-01.
Change of IP address for TLAN-C730-01(Remote Command Server devices list needs to be updated with new
IP address)
SERVICE AFFECTING: TLAN",No Issues,A2/S2,P3,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 0960-639 -To configure new TO3ANALYTICS (pre-prod) server

Description: 2.1 Overview (NCT - Headline)
This MOP is being issued so that a daytime NCT can be raised for vendor to configure new pre-prod Analytics server in Toronto.
2.2 Scope of Work (NCT ? Description)
Configure new Analytics server (load SW, define IP routes, verify flows etc.)",No Issues,Other,P4,0
IP Core,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X191690-2019 GRNBSR Capacity Upgrade (CAP42)-Prechecks

Description: ? Commissioning of one 100GE uplink on DGW01/02 
? Decommissioning of 20x10 on the crosslink bundle between DGW01 and DGW02 
? Commissioning 3X100 GE link on the crosslink between DGW01 and DGW02
2.2 Scope of Work
2.2.1.1.1 The purpose of this EDS is to add a 100GE on the uplink, commissioning 3X100GE on Crosslink and decommissioned the existing 20 X 10 crosslinks on DGW01/02 at Greensboro

Good to submit",Other,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,240.0,"Headline: C1730 Cutover_C1730-EP-8520-002-2-CUT-A

Description: C1730-EP-8520-002-2-CUT-A
IPRAN Traffic cut-over from A2-C1730-01 to the new A2H-C1730-01
***HOT-CUT*** Service Affecting
- TenGigE Upgrade Required: No",No Issues,A2/S2,P2,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # WNPHMBHX-TWO-8960-286-001-A site: SARGENT PARK MTSA - 

Description: BR - Define new MTS cell site data in MTAS

""LTE CELL Name
(CELL_SITE)""
223L1
223L2
223L3
223LA
223LB
223LC
223LG
223LH
223LJ
223LN
223LP
223LQ
223LU
223LV
223LW
223M1
223M2
223M3
223MG
223MH
223MJ
Location Code
WNPHMBHX
",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #606312

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,Other,Other,MW,1.0,"Headline: 8960-428 - BRiDNS : Cutover

Description: Activity is to move traffic on newly commissioned BR1iDNS01 from existing production BR1iDNS02 and perform traffic based ATP.",Other,Other,P2,0
Other,Network Management and Ops,Completed,Normal,Other,Software Upgrade,MW,60.0,"Headline: Service = Classical FOA:N DEG - Migrate PONK Site to DEG 4.2

Description: This NCT would re-instate geo-redundancy to the DEG solution by bringing live the DEG PONK site on v4.2. DEG QCMT site is running on DEG 4.2 version.

Scope of work
? Synchronize PONK site with QCMT site.
? Enable data replication between QCMT and PONK sites.
? Bring up both QCMT and PONK sites to process live traffic.

This activity should not impact existing customers, and should only impact new customers trying to onboard for VOWIFI and watch eSIM. When checking traffic history, we see on average roughly 3-4 requests for VOWIFI and ESIM on-boarding each during non-peak hours.",No Issues,Other,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Configuration Change,MW,0.0,"Headline: Commissioning New Fibre : C0049-EP-8920-001-10G-A

Description: ** Approved Waiver WRT-00000001130  ** 
Commissioning New Fibre : C0049-EP-8920-001-10G-A
Insertion 10GE#1 Connection between- PETERBOROUGH(C0049/P33D) to PETERBOROUGH DOWNTOWN
(C2753/P04D3)",No Issues,A2/S2,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: FWA (Fixed Wireless Access) R4B Testing-Day 3

Description: To perform TCM of FWA service on all 6 EPG-SSRs",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: "" System memory state is severe"" cgw01.ym

Description: "" System memory state is severe"" cgw01.ym
.
We are seeing memory issues on tihs router, "" System memory state is severe"" and it has been noticed that active RP (RP0) has 16 Gig memory installed while standby (RP1) has 24 Gig. 
During this activity, RP1 wil be made active and while RP0 will be standby, it will be swapped with another RP with 24 Gig.
 Due to NSR configuration there will be no traffic impact.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,Other,Other,MW,5.0,"Headline: Service = Classical & FOA=Deploying RTN7.1.0.0111 to 50K EC04

Description: This activity will be successful when the RTN7.1.0.0111 code will be added to the 50K STB on EC04. Upon association G11, G10, G8 and G6 boxes under Group 400 will download the new RTN7.1.0.0111.",No Issues,Other,P1,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Add TAP Details on Description line

Description: Add tap information on 
dgw01/02.KWKW to wards  cmts77.KWKW",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: Workorder Review and Preloading - AWS - 9 Sites

Description: Download Workorder(s) and review for accuracy. Identify issues that would prevent successful implementation of the SoW or cause a potentially service affecting  situation to the network. Notify NI coordinator and Equipment Engineering. 

W0015 LEDUC
W0098 CAMPUS TOWERS
W3138 INGLEWOOD DRIVE
W2466 DEER RIDGE
W0000-EP-0913-201-NR7-A


W1281 MCDOUGALL CENTER
W2300 U OF C WEST
W5606 MACLEOD AND 11 AVE SE
W0000-EP-0913-201-NR5-A

W3992 SUNNYSIDE CGY
W5659 DEERFOOT 17
W5796 Wrangler East
W0000-EP-0913-201-NR2-A
",No Issues,A1/S1/CSDx,P4,0
Other,"Planning, Development and Core Eng",Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,Day Time,0.0,"Headline: Netscout 14U SUDS disk reconfiguration - Monitoring

Description: To address the migration to IP traffic on 14U, specific non-IP disks will be converted to IP SUDS disks.
pb14u-mo1-oss-umts,spb14u-wfd-oss,spb14u2-to3-oss-umts,spb14u-wfdv-oss  will not be available for approximately one hour during the activity.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review and Preloading - AWS /BC 8 Sites

Description: IPRAN TX ready for Ericsson 5G NR add

W1028 LOUGHEED II
W1050 WESTMINSTER HIGHWAY
W1084 LANSDOWNE
W1174 WESTVIEW
W1176 LONSDALE & 3RD
W1179 THOMPSON
W1421 MAYFAIR LAKES
W1512 SIMON FRASER UNIVERSITY
W1992 CAPITOL HILL


https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-101//W0000-EP-0913-101-N34-A/",No Issues,A1/S1/CSDx,P4,0
IP Core,Network Management and Ops,Completed,Corrective,Other,Other,MW,0.0,"Headline: IMT.2011.027008-Disable IPV6 peering between IGW02.FRONT

Description: Detailed description?IPV6 traffic reaching maximum utilization on the link between IGW02.FRONT and Century Link? Plan is to move the IPV6 traffic from IGW02.FRONT to other IGW by disabling IPV6 peering at IGW02.FRONT..
Business driver ? Links are reaching max capacity ? Network Threat 
Backout overview ? Any issue we will enable back the IPV6 peering at FRONT..",No Issues,Other,P2,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,MW,0.0,"Headline: 9552-003-MME Enablement for Chatr LTE

Description: To activity is to enable LTE for all ChatR IMSIs (VA1MME1, VA1MME2, CA1MME0)",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=Classical & FOA=""NO"" Loading EMM  files to the ECS cloud

Description: Loading of EMM code on Set-top Boxes with total of 500 units.

EMM Quantity as STB type:  Model:9865 = 100; Model:4642 = 100; Model:8642 = 100; Model:242 = 100; Model:455 = 100



",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Service = Classical & FOA = ""NO""  VART validation on EC01

Description: After Video ingest systems push the new VART publish CPE team needs to manually validate the BFS link on EC01
",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Implementation of ROAMING WO for Bell NNI

Description: DNS updates

C0009E-MOP-0960-046-001-A",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: C5478 PWO review_C5478-EP-8920-001-FT1-A

Description: PWO REVIEW ONLY

Migrate TRETHEWAY & MARTHAEATON WAY(C5478/T55MJ) from MW ML-TN to DKFIB facing C0175
Location: CSD-C5478-01 Stays under Same Ring under Area OSPF_0.0.5.42
No VLAN or IP Scheme Change.
Disconnect MW ML-TN Ethernet Traffic b/w CSD-C5478-01 & A2H-C0175-01
Service Threatening: NO
Service Affecting: YES",No Issues,A2/S2,P4,0
Management and Control Networks,Network Management and Ops,Other,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Replace standby smm  Module 6 off cmts76.slnt due failure

Description: Replace standby smm  Module 6 off cmts76.slnt due corrupt file system",Other,CMTS,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: W5466/W5387/W8083/W5419/ Review and Preload Decommission/Removal

Description: Review and Preload  
Huawei BBU3910 Decommission/Removal with IPRAN Cleanup.  
  
W5466 RSDN DUNDURN
W5387 C78E SOUTHLAND COURT
W8083 ECAD CAMROSE DOWNTOWN
W5419 C40C CHESTERMERE SOUTH

W0000-EP-0913-201-H04-A
139-W5466 Remove Huawei.txt
128-W5387 Remove Huawei.txt
147-W8083 Remove Huawei.txt
129-W5419 Remove Huawei.txt",No Issues,A1/S1/CSDx,P4,0
Other,Network Management and Ops,Completed,Normal,Other,Software Upgrade,MW,120.0,"Headline: 0944-901 - TOUMGW6 NDP 6.11.4.0 SW Upgrade

Description: This activity is to update the SW level of TOUMGW6 to NDP 6.11.4.0.

Scope of Work:
1. MGW Health Check
2. Load MGW SW
3. Run TCM, start KPI monitoring
4. Verify counters",No Issues,Other,P2,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: SBC Montreal IBCF/Unison CDR Collector update

Description: Update the CDR path/directory for Collector server. the current directory is full whcih causing intermittent data collection.",No Issues,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,0.0,"Headline: To troubleshoot a High Span loss on 6500 Transport shelf  -- KNCRONBBO2D-001

Description: To troubleshoot a High Span loss on 6500 Transport shelf  -- KNCRONBBO2D-001 || SWO",Other,Other,P2,0
Other,Network Management and Ops,Completed,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,MW,0.0,"Headline: TURNC12 - Loss of Inter Subrack Link Redundancy

Description: TURNC12 - Loss of Inter Subrack Link Redundancy
troubleshooting of this issue will be done tonight with the switch tech on site.
Currently it is not service affecting but we lost the ISL redundancy of the main subrack towards the extension subrack 1.",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #974063

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Software Upgrade,Day Time,0.0,"Headline: Upgrade code on SLNTWAS05 switch.

Description: 2.2 Scope of Work (NCT ? Description)
Junos upgrade and Mgmt interface configuration",No Issues,Other,P4,0
Other,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,MW,0.0,"Headline: 0960-646-Inukshuk Migration-Configure MS1MME1-Production Testing

Description: This MOP will detail the steps to perform the following:
? Configure MS1MME1 to allow LTE on the test IMSIs, and apply TAC restriction for the Production TDD IMSIs to prevent network attach to MS1MME1",Other,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #799478

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,240.0,"Headline: IPRAN Traffic cut-over from S1-C2375-01 to new A2L-C2375-01

Description: C2375-EP-9976-520-1-CUT-A : IPRAN Traffic cut-over from S1-C2375-01 to the new A2L-C2375-01",No Issues,A2/S2,P2,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Other,MW,240.0,"Headline: C5790 - Traffic cut-over to the new Cisco NCS-540

Description: C5790-EP-9976-720-1-CUT-A
IPRAN Traffic cut-over to the new Cisco NCS-540",No Issues,A1/S1/CSDx,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: W0696/W0697/W0698 Review and Preload Decommission/Removal

Description: Review and Preload  
Huawei BBU3910 Decommission/Removal with IPRAN Cleanup.  
  
W0696 EBR BREYNAT
W0697 EMA MAY HILL
W0698 ECO CROW LAKE
  
W0000-EP-7514-263-H12-A  
153-W0696 Remove Huawei.txt  
154-W0697 Remove Huawei.txt  
155-W0698 Remove Huawei.txt  
 ",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Configuration Change,MW,0.0,"Headline: W0003 - Richmond - NCS 560 fix - add script file

Description: 9976-100 5G Rollout - BC:  
IPRAN to upload script file on the A2H-W0003-01 to fix the NCS 560 for the following site:
W0003 - Richmond

Please upload the script file as recommended by IPRAN

Link to the PWO:
https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/9976-120/Cisco-CutOver/W0003-EP-9976-120-PE1-A.pdf",No Issues,A2/S2,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # W4576-TWO-9201-576-002-A site: WESTPARK - 

Description: BR - Define new cell site data in LRF

""LTE CELL Name
(CELL_SITE)""
E32DAX4
E32DAX5
E32DAX6
E32DAXA
E32DAXB
E32DAXC
Location Code
W4576
",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=EBU&FOA=NO   CLA-484 OMP Diverse

Description: This is a non service impact activity.
It?s to implement CLA-484- Solaris LTV Ingest - Diverse Path OMP-7.
We?ll connect the SFP; Fibre and config IP address in Evertz devices; connect and turn on non-production ports; connect the Evertz device to Cisco Meraki port and test both of the links from OMP to Bloor and from OMP to YM.
TOROONTV-MS350-01
TOROONTV-IPX32-AGGR-05(OMP)-10.219.145.25
TOROONTV-7800FC-MGMT03(10.219.145.35)
TOROONLQOE1.024/3700FR+3PS 
TOROONJJ-7800FC-MGMT-05 
TOROONLQ-PX32-AGGR-02(172.19.32.203)
TOROONJJ-IPX64-CORE-43(YM)-10.219.145.107
TOROONJJ-IPX64-NAT12-NORM-01 10.219.145.118
TOROONTV-IPX32-AGGR-06 (OMP)-10.219.145.26",No Issues,Other,P4,0
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,Other,Other,MW,10.0,"Headline: TPIA CPE Blocks Reclamation

Description: To Reclaim the extra blocks from the Existing TPIA's CPE?s range which is already assigned in CMTS and CNR to maximize the utilization of TPIA Public IPs. 

we will reclaim extra blocks of /27 and will reset modems from reclaimed  blocks only so that Modems can get the IP's from other blocks configured in the CMTS

",No Issues,CMTS,P2,0
IP and Network Configuration Mgmt,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: New Construction for Planned Return Segment ==> 146880

Description: 

Current Information:





Planned Information



Planned,146880,,,,,PG08

Planned,146880,,Upstream 11/8,,cmts77.glph,PG08

Planned,146880,,Qam 4/4,,cmts77.glph,PG08",Other,CMTS,P4,0
Other,Network Management and Ops,Cancelled,Normal,Other,Other,MW,1.0,"Headline: 9939-500:  Montreal MMSC Production Traffic Cutover N2

Description: This document describes procedures to migrate 33% of MMS traffic to the new Montreal vMMSC. The remaining 66% will be distributed among existing MMSC. Integra will be configured to load-balance this traffic.
Add new MMSC in integra?s LBA process",Other,Other,P2,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: MMSC Toronto - Failed HSBU1b2 replacement and post configuration

Description: This activity is to perform replacement of the 1 of the 4 
HSBU switch- Cisco Catalyst 4948 at the old MMSC 4.5, Toronto site.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review and Preloading - AWS - 11 Sites

Description: IPRAN TX ready for Ericsson 5G NR add.

W3751 PRINCE GEORGE WEST",Other,A1/S1/CSDx,P4,0
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: adding description to the CMTS Mac domain

Description: Planned,237190,,Qam 1/0,,cmts85.flfrd,PO02
Planned,238880,,Qam 0/2,,cmts85.flfrd,PO02
Planned,238881,,Qam 0/2,,cmts85.flfrd,PO02
Planned,237718,,Qam 9/6,,cmts89.slnt,PO01
Planned,237719,,Qam 9/6,,cmts89.slnt,PO01
Planned,242278,,Qam 3/2,,cmts90.slnt,PO01
Planned,242277,,Qam 3/2,,cmts90.slnt,PO01
Planned,232711,,Qam 0/1,,cmts83.flfrd,PO02
",No Issues,CMTS,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Lead Time Exception,Other,Other,MW,15.0,"Headline: RCMIN LB Migration Night adc80/81.bon to adc86/87.mo3

Description: X191809.19 RCMIN LB Migration Night adc80/81.bon>adc86/87.mo3

Note:  Remedy does not have exact description of Provisioning impact we have choose the closest description",No Issues,Other,P3,0
